text,labels
9/11 and the War on Terror: Israel s History of False Flag Operations against the U S A  #FalseFlags and #Propaganda are the Zionists weapon of choice  Highly effective @ getting public to back their agendas  #Palestine #NWO #ChosenPeople URL,0
 ATTENTION  is publicizing the names of Trump supporters on his Twitter Account on Lists   Some names are high profile and some are just random Trump supporters  The list is a ANTIFA TARGET LIST  Please help report him  Twitter needs to SUSPEND HIS ACCOUNT   ,0
 Its like that mother with the spoiled rotten bad as heck kid  She still loves that brat and when bad things happen to him because he is a brat and deserves it-she still sympathizes with her child  Norm should realize when your livelihood depends on    ,1
 That s my biggest question  Do we just widdle away until there is no 2nd amendment left? I do believe in some limited gun control but im worried we will be expected to just keep giving into the gun haters ,1
 From who? People from ANTIFA who r mad at her? We vote libs assault! But SHES LYING so I dont care!! MAGA KAVA,0
 yep i was chatting to them about the clubs i wanted to join at uni and they said i should join antifa as it was something they did as kids,0
 now you touched visa-mata s raw nerve by saying modi for 2019  thats why she may block you soon she is having wild/wet dream of being PM after modi fail to get full majority in 2019  please dont wake her up from her dream of bhajpaa getting 160 seat in 2014 ,1
Low T and the Poontang Clan aka Fucking Donald Trump #trump #maga #art #comicart URL,0
 Hey Mary  did you see this on your profile followed by no one you know  Twitter trying to keep conservatives from connecting  #StopTheBias URL,0
 &lt; help  I should call my father to let him know you are up  I ll be right back  I lean down placing a chaste kiss against his cheek  Once I pulled away  I give him a bright smile as I walk out of the room to call my father  I know he s &gt; ,0
Nearly Half a Trillion Dollars Already Repatriated; More Coming  URL #TCOT #MAGA #RedNationRising ,0
:(( I want him to rest 4ever :((( He is such a sleepy baby :((( URL,0
 Fuck if I fry with no money imagine if there was,1
 Trump is maga,1
#TheresaMay videos in an effing scarf causing vomiting to anyone with a brain    Is likely because all the #whiteprivilege people she s made #homeless been replaced with #Muslims who will vote #Corbyn #MAGA #MBGA #MCGA #MEGA #Conservatives #Patriots,0
 Please can I have some of whatever it is youve been smoking? Thats some top quality shit youre coming out with ,1
 So you are going to deflect away from nearly 3000 dead due the the lack of post hurricane support from the Trump administration by using the deportation of a single 92 year old man? You sir are the offensive one ,1
 I completely agree; which is why a potential victim s claim must be afforded due process before she (or he) is villianized ,0
 had more substantial rape charges against him that were never investigated  #AnitaHill saying Judge Kavanaugh has burden turning US Law of innocent until proven guilty on its head  #Conservatives and must put an end to this side show now  has come unglued,0
 There is help for your mental illness  Good grief you liberals are seriously disturbed ,1
 It doesnt go far enough  Jr  You are going to jail    treason    ,1
 We conservatives love him no matter how stupid it makes us /him look! YEE HAW! URL,1
 His ego gets in the way  He is not a great coach  Good but not great  There are several coaches that could win with the talent at Auburn ,0
 OK      you are wrong,0
 These bitches on my brain,1
 I better use some Tic Tacs just in case I start kissing her  You know  Im automatically attracted to beautiful I just start kissing them  Its like a magnet Just kiss  I dont even wait  And when youre a star  they let you do it  You can do anything   ,0
 Love you Norm!,0
 According to the liberals yes! Guilty unless she proves her innocence! Wait are you a man? If so then No you can not be trusted ever! How dare you make a claim against a woman! Women are above the sins of man! We are perfect!,1
 Oh fuck yeah,1
 now we know tesco s stance on gun control,0
#LeviStrauss Takes Stand On #GunControl #CBS #SanFrancisco URL #NoMoreLevis #guns #NRA #USA #GOP #libertarian #conservative,0
 Happy Birthday Tyler! May God favor you with a day as AMAZING as you are! Be blessed today &amp; always!! ,0
Chris Christie: Kavanaugh Allegations  Extraordinarily Unfair   URL #TCOT #MAGA #RedNationRising ,0
 Oakland line sucks,1
 Are you sure she was t just thinking about herself ,0
 When we allow foreign law into our sovereign nation we have lost our sovereignty  Say no to #ShariaLaw #ConstitutionDay #MAGA #MondayMorning ,0
 And We Deplorables will use the 2A to keep our democratically elected President in Power  How about that,0
 The presumption of innocence only applies to Lefist Liberals  You are guilty from the get go if you re a Conservative ,1
 From the liberal media     Yea   we should put all our trust in them     havent told a single good thing he has done    and there are a lot of them   ,0
 Im going to tell you one more time to fuck off before I block and report your ass  Whos your current president?,1
 Boycott NFL Continues ,0
 Ummm you can t hear what she hears because you re not bat poop crazy like she is ,1
 1st Pic: OH MY GOD THE BATMAN V SUPERMAN TRAILER IS AWESOME  2nd Pic:  OH MY GOD BVS IS AWESOME 3rd Pic:  oh  you dont like BvS and call it a shit movie?? well bitch  4th Pic:  oh  Zack was fired  Henry left and Ben is leaving  ,1
 The are currently polling 6% Chuka  Khan will lose London to the Tories at next mayoral election  But thats the aim of the Blairite cosplaying Tories  Keep the Conservatives in power stop any real alternative to the Financial services 2nd British Empire gaining power  URL,0
 Didnt she also say Trump will never be president take it to the bank,0
 And has NOTHING to do with math!,0
 what the fuck   ,1
 Keep doing your thing  Im just sitting back enjoying URL,0
 LMBO! She s like Pelosi  She thinks she important because she is a female  She is a destriment to society and Real Women!,1
 Whose twitter interest start with food- is he even worthy of responding; unless he is a Professor of Nutrition or Food Technology?,0
 Then why the fuck did they elect him,1
 i beat they ass too for letting them get hit,1
 I had no idea all republicans were nazi racists till Trump got elected  Imagine my surprise  i m native american so I took it hard finding out I was a racist  Was despondent went around punching out Antifa to work through my depression ,1
 The NRA is now intimidated by a British cartoon  They should stay out of European animation ethics unless they want all of Europe weighing in on gun control ,0
 #Trump gifted the 1% with #GOPTaxScam the biggest wealth grab in modern history URL yet #trump supporter #dopes prefer to vote against their best interests so perhaps you cannot fix stupid! #MAGA,1
Judge Dismisses Lawsuit of Berkeley Student Injured at Protest of Yiannopoulos Event  URL #TCOT #MAGA #RedNationRising ,0
 Could be Romford Young Conservatives!,0
 One of my punk rock friends in NYC is always getting weird hate mail  He posted about it and in the comments someone used a J-hope gif  Of course I had to explain who he is  I love how people use their gifs and have no clue,0
 when you have politicians running on concepts like sanctuary cities     what do you expect  They should all be sued for aiding and abetting ,0
 Youve been selected by Liberals! Are you cheating on your voters  You should have changed your mind before the election Ms  Alleslev,0
